,orig.ident,nCount_RNA,nFeature_RNA,bc_wells,sample,species,gene_count,tscp_count,mread_count,bc1_wind,bc2_wind,bc3_wind,bc1_well,bc2_well,bc3_well,n_genes,n_genes_by_counts,log1p_n_genes_by_counts,total_counts,log1p_total_counts,total_counts_mt,log1p_total_counts_mt,pct_counts_mt,total_counts_ribo,log1p_total_counts_ribo,pct_counts_ribo,doublet_scores,predicted_doublets,doublet_info,n_counts,leiden_0.3,leiden_1.0,leiden_0.05,leiden_0.1,leiden_0.8,leiden_1.2,leiden_10.0,region_annotation
01_08_42__s1,0,7521.0,2866,01_08_42__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2866,7521,15691,1,8,42,A1,A8,D6,2866,2866,7.96102146588337,3671.9737727013107,8.208756905228235,0.0,0.0,0.0,25.622843318624277,3.2817696186313423,0.6977948347320213,0.04860267314702309,False,False,3671.9737727013107,6,2,0,3,5,1,36,Anterior Neural Ridge
01_08_46__s1,0,12230.0,3829,01_08_46__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,3829,12230,25569,1,8,46,A1,A8,D10,3829,3829,8.250620082174692,4000.669285066395,8.294466874314326,0.5975507782770242,0.4684716928532898,0.014936270301260537,25.66836296749367,3.283477955263673,0.6416017205748032,0.011539992041384799,False,False,4000.669285066395,5,9,2,2,9,16,17,Cement Gland Primordium
01_08_48__s1,0,4268.0,2052,01_08_48__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2052,4268,8917,1,8,48,A1,A8,D12,2052,2052,7.627057417018934,3226.1943696811236,8.07936842255326,1.2068739340571382,0.791577004690321,0.037408593400292414,26.201777054894904,3.3032823040683987,0.8121574230347653,0.016101694915254237,False,False,3226.1943696811236,3,7,1,1,2,7,35,Ventral Mesoderm
01_08_55__s1,0,3368.0,1881,01_08_55__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,1881,3368,6802,1,8,55,A1,A8,E7,1881,1881,7.540090320145325,3171.338663832903,8.062224343711607,0.0,0.0,0.0,27.86786052472427,3.362728883714507,0.8787412344994707,0.016645326504481434,False,False,3171.338663832903,2,3,1,1,4,4,85,Posterior Paraxial Mesoderm
01_08_58__s1,0,7106.0,2696,01_08_58__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2696,7106,14644,1,8,58,A1,A8,E10,2696,2696,7.89989532313973,3543.406857554406,8.173126106928754,3.513959126239018,1.5071746234671126,0.09916894298342832,26.272898302497463,3.305893472929741,0.7414586966349817,0.023191094619666047,False,False,3543.406857554406,0,12,0,0,1,10,46,Inner Neural Plate
01_08_59__s1,0,7752.0,2725,01_08_59__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2725,7752,16206,1,8,59,A1,A8,E11,2725,2725,7.9105906122564775,3432.6605344950913,8.141382182317987,3.6869919259564323,1.5447909962927087,0.10740916233648926,50.05650638890623,3.932932987790255,1.4582422551220615,0.019486271036315325,False,False,3432.6605344950913,2,3,1,1,4,4,7,Posterior Paraxial Mesoderm
01_08_60__s1,0,6544.0,2706,01_08_60__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2706,6544,13596,1,8,60,A1,A8,E12,2706,2706,7.903596289614301,3637.3916887707323,8.199297019244772,0.0,0.0,0.0,44.679556221726145,3.821650850364622,1.2283405265278355,0.025862068965517238,False,False,3637.3916887707323,3,7,1,1,2,7,11,Ventral Blood Island
01_08_64__s1,0,8844.0,2938,01_08_64__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2938,8844,18385,1,8,64,A1,A8,F4,2938,2938,7.985824666418917,3613.8691755975397,8.192810944615067,3.025821191370379,1.3927289127614413,0.08372802235902939,20.609883075677743,3.073150759846024,0.5702996449026126,0.06097560975609757,False,False,3613.8691755975397,3,14,1,1,13,12,38,Anterior Paraxial Mesoderm
01_08_73__s1,0,11639.0,3047,01_08_73__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,3047,11639,24199,1,8,73,A1,A8,G1,3047,3047,8.022240916806537,3419.8340579821847,8.137639676926565,1.240271428459612,0.8065970319455124,0.03626700615969107,10.9134756559871,2.477670167493249,0.31912295950483666,0.04537418974661167,False,False,3419.8340579821847,8,13,3,4,12,11,49,Midgut Primordium
01_08_75__s1,0,12741.0,2774,01_08_75__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2774,12741,26976,1,8,75,A1,A8,G3,2774,2774,7.928406026180535,2982.371002581004,8.000809149084542,0.0,0.0,0.0,24.79058918210148,3.2500096650026578,0.8312376012456937,0.002787456445993032,False,False,2982.371002581004,2,6,1,1,10,6,15,Pharyngeal Mesoderm
01_08_82__s1,0,2353.0,1408,01_08_82__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,1408,2353,4755,1,8,82,A1,A8,G10,1408,1408,7.25063551189868,2742.791713947659,7.917096079969019,1.6582078388094512,0.9776521509171009,0.06045693628054671,28.08719481643204,3.3702980366586996,1.0240367386850007,0.10163339382940106,False,False,2742.791713947659,5,8,2,4,8,8,39,Outer Neural Plate
01_08_85__s1,0,6378.0,2783,01_08_85__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2783,6378,13329,1,8,85,A1,A8,H1,2783,2783,7.931644021454311,3707.1090925603053,8.218277347116041,11.632517029076329,2.536274206219933,0.3137894445140907,27.21448680360457,3.3398355624768294,0.7341161569326505,0.0923076923076923,False,False,3707.1090925603053,4,11,0,3,11,9,69,Posterior Pre-placodal Region
01_08_96__s1,0,5589.0,2150,01_08_96__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2150,5589,11667,1,8,96,A1,A8,H12,2150,2150,7.67368812926773,3116.8405812417627,8.04489591978007,1.0257651570429827,0.7059474845190229,0.032910414578672914,8.701718290656707,2.2723030131879747,0.27918393847368045,0.01832460732984293,False,False,3116.8405812417627,1,0,2,2,0,0,3,Outer Epidermis
01_09_15__s1,0,13879.0,4093,01_09_15__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,4093,13879,28607,1,9,15,A1,A9,B3,4093,4093,8.317277766221235,4112.274288892915,8.321974654286198,1.0852450104539426,0.7348863593559721,0.026390384838510045,33.279644569691484,3.5345517252304206,0.8092758953258163,0.05445227418321589,False,False,4112.274288892915,5,19,2,4,17,21,86,L/R Organizer Mesoderm
01_09_35__s1,0,4596.0,2158,01_09_35__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2158,4596,9317,1,9,35,A1,A9,C11,2158,2158,7.677400430514807,3300.161591222466,8.102029682858182,0.0,0.0,0.0,28.48456981642102,3.383867069433231,0.8631265175675713,0.021295876755777075,False,False,3300.161591222466,3,14,1,1,13,12,25,Ventral Mesoderm
01_09_43__s1,0,4257.0,2100,01_09_43__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2100,4257,8769,1,9,43,A1,A9,D7,2100,2100,7.650168700845001,3296.8877649234014,8.101037471286194,0.0,0.0,0.0,22.743296544102726,3.1673002398657815,0.6898413948474565,0.017756604590731917,False,False,3296.8877649234014,0,1,0,0,3,2,16,Eye Primordium
01_09_58__s1,0,2190.0,1438,01_09_58__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,1438,2190,4424,1,9,58,A1,A9,E10,1438,1438,7.271703706887368,2813.3119561939025,7.9424730901631975,3.4334287993295414,1.489173280011107,0.12204223537209816,35.61270256088726,3.600395244699483,1.2658639751087992,0.05697445972495088,False,False,2813.3119561939025,4,11,0,3,11,9,69,Inner Neural Plate Border
01_09_70__s1,0,3862.0,1786,01_09_70__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,1786,3862,7850,1,9,70,A1,A9,F10,1786,1786,7.488293515159428,2988.7286505718157,8.002937909949372,0.0,0.0,0.0,16.61355929336311,2.868669019822902,0.5558737923626669,0.032558139534883714,False,False,2988.7286505718157,5,8,2,4,8,8,37,Outer Neural Plate
01_09_89__s1,0,5300.0,2048,01_09_89__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2048,5300,10781,1,9,89,A1,A9,H5,2048,2048,7.6251071482389,3019.8409807399253,8.013290542046901,1.0601460078403135,0.722776857882177,0.03510602096606276,9.541314070562821,2.3553022099684346,0.3159541886945649,0.01832460732984293,False,False,3019.8409807399253,9,18,4,6,15,20,47,Ciliated Epidermal Progenitor
01_10_49__s1,0,6685.0,2758,01_10_49__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2758,6685,13536,1,10,49,A1,A10,E1,2758,2758,7.922623574217286,3671.619586145721,8.208660470117126,2.2988793008814326,1.1935828049998227,0.06261213197456218,35.592909059980755,3.5998544801064254,0.969406231361359,0.022549470777726642,False,False,3671.619586145721,2,10,1,1,6,17,28,Lateral Mesoderm
01_10_50__s1,0,4178.0,2028,01_10_50__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2028,4178,8525,1,10,50,A1,A10,E2,2028,2028,7.615298339825815,3222.2374031029167,8.078141538148017,1.2218588042984517,0.7983441447782673,0.03791957734466861,27.948397017259893,3.3655148317523063,0.8673599589634965,0.0189010989010989,False,False,3222.2374031029167,6,2,0,3,5,1,88,Inner Epidermis
01_10_68__s1,0,5489.0,2444,01_10_68__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2444,5489,11357,1,10,68,A1,A10,F8,2444,2444,7.801800401908973,3474.51416221376,8.153497707403123,1.0373840049978695,0.7116666344499079,0.029856951405744403,47.466641352282146,3.880875754126128,1.3661375126483624,0.01400329489291598,False,False,3474.51416221376,3,7,1,1,2,7,11,Ventral Mesoderm
01_10_72__s1,0,6497.0,2692,01_10_72__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2692,6497,13311,1,10,72,A1,A10,F12,2692,2692,7.898411092811599,3640.8500390838462,8.200247084009796,3.269367015728941,1.4514655763757904,0.08979680515903968,27.528891250189428,3.350917301876107,0.756111648507132,0.022549470777726642,False,False,3640.8500390838462,6,2,0,3,5,1,23,Inner Epidermis
01_11_06__s1,0,4834.0,1831,01_11_06__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,1831,4834,10007,1,11,6,A1,A11,A6,1831,1831,7.513163545234075,2889.67940247413,7.969246840839065,3.363742683099225,1.4733301026896075,0.11640539363014474,9.485272326944882,2.3499716370203942,0.32824652862264364,0.01060070671378092,False,False,2889.67940247413,1,0,2,2,0,0,2,Goblet Cell
01_11_21__s1,0,6909.0,2612,01_11_21__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2612,6909,14502,1,11,21,A1,A11,B9,2612,2612,7.868254265520613,3488.2519855191385,8.157442661427536,3.614292902319528,1.5291586389503102,0.10361329735706094,29.988525185726427,3.4336169806616157,0.8597006555208307,0.011067193675889327,False,False,3488.2519855191385,0,1,0,0,3,2,9,Eye Primordium
01_11_47__s1,0,9938.0,3365,01_11_47__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,3365,9938,21244,1,11,47,A1,A11,D11,3365,3365,8.121480374750751,3879.1811714465243,8.263637125198988,1.392523330840767,0.872348595955008,0.03589735228379403,42.46699633706959,3.772001945237466,1.0947412471904192,0.09919571045576409,False,False,3879.1811714465243,3,14,1,1,13,12,38,Notochord
01_11_62__s1,0,6094.0,2219,01_11_62__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2219,6094,12632,1,11,62,A1,A11,F2,2219,2219,7.705262474866325,3134.603607904472,8.05057697294041,0.0,0.0,0.0,6.310109978082156,1.989258318529794,0.20130487830008456,0.016645326504481434,False,False,3134.603607904472,1,0,2,2,0,0,3,Goblet Cell
01_11_73__s1,0,2952.0,1542,01_11_73__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,1542,2952,6104,1,11,73,A1,A11,G1,1542,1542,7.341483852363161,2799.4380574388697,7.937531133011724,0.0,0.0,0.0,7.39383654818554,2.127497692263569,0.2641185979642629,0.0075018754688672175,False,False,2799.4380574388697,8,13,3,4,12,11,4,Midgut Primordium
01_11_75__s1,0,2323.0,1434,01_11_75__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,1434,2323,4877,1,11,75,A1,A11,G3,1434,1434,7.268920128193722,2793.1458668067057,7.935281745614757,0.0,0.0,0.0,55.21762842918558,4.0292303808317,1.9768974146815228,0.06097560975609757,False,False,2793.1458668067057,4,11,0,3,11,9,78,Posterior Pre-placodal Region
01_11_85__s1,0,11653.0,3711,01_11_85__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,3711,11653,24544,1,11,85,A1,A11,H1,3711,3711,8.21932609390609,3960.332601514022,8.284335763173717,15.764900870994467,2.8192874670462205,0.39807012332670233,25.791391107512652,3.2880806085806427,0.6512430571526414,0.03176229508196721,False,False,3960.332601514022,0,1,0,0,3,2,1,Eye Primordium
01_12_10__s1,0,18498.0,4590,01_12_10__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,4590,18498,38553,1,12,10,A1,A12,A10,4590,4590,8.431853144249223,4175.619944654262,8.337257572723903,1.1651149650019041,0.7724734616621198,0.027902801989762378,37.91894751950012,3.6614812148015967,0.9081034199016352,0.12750263435194945,False,False,4175.619944654262,8,13,3,4,12,11,4,Midgut Primordium
01_12_29__s1,0,8061.0,2390,01_12_29__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2390,8061,17029,1,12,29,A1,A12,C5,2390,2390,7.779466967458324,3088.8304699578866,8.035871504295404,0.8067172991400625,0.5915115517450205,0.026117241039488367,13.594635691484935,2.6806540428081727,0.44012242898103393,0.01201923076923077,False,False,3088.8304699578866,1,0,2,2,0,0,3,Outer Epidermis
01_12_30__s1,0,6897.0,2563,01_12_30__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2563,6897,14398,1,12,30,A1,A12,C6,2563,2563,7.849323818040561,3444.274346487094,8.144758816412557,1.792099113858717,1.026793683503108,0.0520312534245864,12.894517060477964,2.6314943062376597,0.37437543480325314,0.03021148036253776,False,False,3444.274346487094,0,4,0,0,1,3,77,Inner Neural Plate
01_12_43__s1,0,7397.0,2862,01_12_43__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2862,7397,15644,1,12,43,A1,A12,D7,2862,2862,7.959625305098115,3645.4788207026004,8.201517274290762,0.0,0.0,0.0,35.64055191525298,3.6011556028816996,0.9776644898566137,0.032558139534883714,False,False,3645.4788207026004,0,12,0,0,1,10,46,Notoplate
01_12_53__s1,0,21948.0,4293,01_12_53__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,4293,21948,45802,1,12,53,A1,A12,E5,4293,4293,8.364973978438726,3728.531962143699,8.22403802544663,0.7508671237168271,0.560111164482956,0.020138411882759354,23.308597553695964,3.1908300965650036,0.6251414173286264,0.09683098591549294,False,False,3728.531962143699,2,6,1,1,10,6,15,Posterior Paraxial Mesoderm
01_12_54__s1,0,6286.0,2492,01_12_54__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2492,6286,13124,1,12,54,A1,A12,E6,2492,2492,7.821242083523558,3457.1998725652757,8.148503464620672,0.0,0.0,0.0,35.17336254741535,3.5883230067360627,1.0173945344188728,0.05203761755485893,False,False,3457.1998725652757,0,12,0,0,3,10,83,Eye Primordium
01_12_65__s1,0,5212.0,2306,01_12_65__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2306,5212,11118,1,12,65,A1,A12,F5,2306,2306,7.7437032581737535,3401.0411365457276,8.132130864753874,1.0711209308034144,0.7280899731777289,0.03149391282844935,36.46708568855438,3.623462832587155,1.0722330082014893,0.06097560975609757,False,False,3401.0411365457276,7,10,0,0,6,18,61,Inner Neural Plate
01_12_72__s1,0,4931.0,2433,01_12_72__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2433,4931,10384,1,12,72,A1,A12,F12,2433,2433,7.797291273547472,3545.2952026202374,8.173658732639,18.99487993784221,2.995476237671712,0.5357771032382177,24.20864530805452,3.227187003463024,0.6828386333009033,0.0840064620355412,False,False,3545.2952026202374,4,5,0,0,7,5,20,Neural Crest
01_12_76__s1,0,5099.0,2191,01_12_76__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2191,5099,10342,1,12,76,A1,A12,G4,2191,2191,7.692569648067906,3275.4350766450543,8.094511243433564,0.0,0.0,0.0,6.522151928798044,2.017852257769993,0.1991232241268699,0.06676136363636363,False,False,3275.4350766450543,1,9,2,2,9,19,21,Outer Epidermis
01_12_77__s1,0,13898.0,4051,01_12_77__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,4051,13898,28558,1,12,77,A1,A12,G5,4051,4051,8.306965865368573,3998.4929579839427,8.293922871563222,13.972449659947362,2.706211822983345,0.34944289778097626,34.00248337504193,3.5554190125449545,0.8503824749058988,0.10163339382940106,False,False,3998.4929579839427,2,14,1,1,13,12,48,Anterior Paraxial Mesoderm
01_12_80__s1,0,1665.0,1186,01_12_80__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,1186,1665,3445,1,12,80,A1,A12,G8,1186,1186,7.079184394609668,2558.3194409340517,7.847496658745856,0.0,0.0,0.0,28.492959248010763,3.384151565300705,1.1137373539876583,0.08599508599508597,False,False,2558.3194409340517,4,11,0,3,11,9,78,Posterior Pre-placodal Region
01_12_85__s1,0,6012.0,2442,01_12_85__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2442,6012,12561,1,12,85,A1,A12,H1,2442,2442,7.8009820712577405,3399.8152814466685,8.131770470520332,1.9591619384791983,1.0849060993552544,0.05762554069247985,13.219772128991366,2.6546333995625466,0.38883795249505937,0.027982326951399118,False,False,3399.8152814466685,5,8,2,4,8,8,56,Outer Neural Plate
01_12_88__s1,0,8838.0,3033,01_12_88__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,3033,8838,18590,1,12,88,A1,A12,H4,3033,3033,8.017637159908478,3685.6248481362863,8.212466643162042,0.0,0.0,0.0,25.523784853270996,3.2780418720754048,0.6925225953525257,0.012997562956945574,False,False,3685.6248481362863,7,10,0,0,6,18,43,Inner Neural Plate
01_13_01__s1,0,9366.0,3133,01_13_01__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,3133,9366,19664,1,13,1,A1,B1,A1,3133,3133,8.050065422915965,3764.087842158164,8.233526471212333,3.6151149101134137,1.5293367669110125,0.09604225676201712,44.1496104458484,3.809981651826845,1.1729165815783655,0.025862068965517238,False,False,3764.087842158164,3,14,1,1,13,12,38,Ventral Mesoderm
01_13_35__s1,0,5472.0,2358,01_13_35__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2358,5472,11545,1,13,35,A1,B1,C11,2358,2358,7.765993079407675,3383.1426021032244,8.12685585993967,5.6954866629044805,1.901433667002352,0.16834899774439668,42.01022872438062,3.761437964716418,1.2417516393859305,0.007081625046589638,False,False,3383.1426021032244,8,13,3,4,12,11,4,Foregut Primordium
01_13_36__s1,0,4694.0,2204,01_13_36__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2204,4694,9866,1,13,36,A1,B1,C12,2204,2204,7.6984827878809465,3365.0865439532745,8.12150608563629,1.141154149769254,0.7613450059738273,0.03391158399238778,21.059895747794037,3.093761287966231,0.6258351894585467,0.0189010989010989,False,False,3365.0865439532745,4,11,0,3,11,9,64,Anterior Pre-placodal Region
01_13_40__s1,0,5433.0,2227,01_13_40__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2227,5433,11269,1,13,40,A1,B1,D4,2227,2227,7.708859601047175,3228.183388114719,8.079984563234966,2.0880332126986167,1.1275343875122739,0.06468136910642001,19.53355909479936,3.0220605766875135,0.6050944678891707,0.016101694915254237,False,False,3228.183388114719,3,15,1,1,2,13,41,Pharyngeal Mesoderm
01_13_52__s1,0,3064.0,1665,01_13_52__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,1665,3064,6301,1,13,52,A1,B1,E4,1665,1665,7.418180822726788,2962.16709748517,7.994013940679755,1.4501391037898193,0.8961448000019486,0.04895534438354146,14.188077143444247,2.7205107215931754,0.47897625881705613,0.03764320785597382,False,False,2962.16709748517,7,16,0,0,6,14,76,Notoplate
01_13_55__s1,0,4821.0,2240,01_13_55__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2240,4821,9890,1,13,55,A1,B1,E7,2240,2240,7.714677473800927,3346.0360675493343,8.115830477236125,3.3691911556538785,1.4745779017367993,0.10069201549645886,40.670617537743546,3.7297962650448184,1.2154865254495317,0.016645326504481434,False,False,3346.0360675493343,4,11,0,3,11,9,42,Early Neuron
01_13_76__s1,0,8072.0,2871,01_13_76__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2871,8072,16434,1,13,76,A1,B1,G4,2871,2871,7.962763930168115,3592.8085249137985,8.186967789606463,1.6119249922287886,0.9600874943972565,0.0448653186233314,46.478951641475575,3.86028648949508,1.2936662591166261,0.006256900993743099,False,False,3592.8085249137985,4,5,0,0,7,5,30,Neural Crest
01_14_04__s1,0,6111.0,2174,01_14_04__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2174,6111,13102,1,14,4,A1,B2,A4,2174,2174,7.684783943522785,3065.937691816061,8.028434848230043,0.0,0.0,0.0,5.898608477724528,1.93131972137011,0.19239166188764187,0.021295876755777075,False,False,3065.937691816061,1,0,2,2,0,0,2,Hindgut Primordium
01_14_26__s1,0,5148.0,2248,01_14_26__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2248,5148,10928,1,14,26,A1,B2,C2,2248,2248,7.718240951959316,3315.6350400580795,8.106706005778184,1.0792602203056683,0.7320121671354467,0.032550633808199926,39.890957326235835,3.710908946336185,1.2031166531988717,0.017756604590731917,False,False,3315.6350400580795,2,3,1,1,4,4,45,Lateral Mesoderm
01_14_32__s1,0,4973.0,2053,01_14_32__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2053,4973,10744,1,14,32,A1,B2,C8,2053,2053,7.627544390488503,3119.172474444435,8.045643559546283,1.1022252994229804,0.7429964500711573,0.03533710650672823,21.886242037983145,3.1305359456494024,0.7016682218536623,0.027263875365141185,False,False,3119.172474444435,0,5,0,0,1,5,31,Inner Neural Plate
01_14_40__s1,0,6886.0,2329,01_14_40__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2329,6886,14717,1,14,40,A1,B2,D4,2329,2329,7.753623546559746,3185.9482252149232,8.066819068667215,0.8969945113309762,0.6402707976070869,0.028154710871689238,15.74727466764988,2.8182355386239895,0.49427277389567664,0.03675675675675675,False,False,3185.9482252149232,8,13,3,4,12,11,62,Hindgut Primordium
01_14_45__s1,0,6539.0,2547,01_14_45__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2547,6539,14077,1,14,45,A1,B2,D9,2547,2547,7.843064016692054,3499.217150890019,8.160580288664345,0.0,0.0,0.0,20.770080911791524,3.0805365919042953,0.5935636462718152,0.03503184713375796,False,False,3499.217150890019,5,8,2,4,8,8,37,Outer Neural Plate
01_14_47__s1,0,9870.0,2982,01_14_47__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2982,9870,21302,1,14,47,A1,B2,D11,2982,2982,8.000684784514748,3526.7467732899745,8.16841463827229,0.6997112031183352,0.5304583561122144,0.019840131659512372,11.01449728024048,2.4861140273010442,0.31231324470640837,0.04233409610983982,False,False,3526.7467732899745,1,9,2,2,9,19,52,Outer Epidermis
01_14_51__s1,0,5435.0,2581,01_14_51__s1,X__tropicalis_st12_5_NUCLEI,XENTR-10,2581,5435,11807,1,14,51,A1,B2,E3,2581,2581,7.856319571406588,3647.962947134559,8.202198282132922,5.006174923831896,1.7927880939841538,0.13723206612512884,33.38535519688582,3.5376307527136706,0.9151780234804662,0.08018867924528303,False,False,3647.962947134559,7,10,0,0,6,18,61,Inner Neural Plate
